,ENSG00000146648,ENSG00000130768,ENSG00000186529,ENSG00000116649,ENSG00000146729,ENSG00000105755,ENSG00000168143,ENSG00000235109,ENSG00000180638,ENSG00000023697,ENSG00000280055,ENSG00000158125,ENSG00000133466,ENSG00000152894,ENSG00000130382,ENSG00000198729,ENSG00000023909,ENSG00000178919,ENSG00000162419,ENSG00000138772,ENSG00000124003,ENSG00000054654,ENSG00000063587,ENSG00000122557,ENSG00000171903,ENSG00000138271,ENSG00000241878,ENSG00000177427,ENSG00000198909,ENSG00000164342,ENSG00000188508,ENSG00000104327,ENSG00000070718,ENSG00000116044,ENSG00000203780,ENSG00000173083,ENSG00000178038,ENSG00000111885,ENSG00000127955,ENSG00000116521,ENSG00000170477,ENSG00000102471,ENSG00000135253,ENSG00000004455,ENSG00000197043,ENSG00000165325,ENSG00000121851,ENSG00000075711,ENSG00000185684,ENSG00000165799,ENSG00000123136,ENSG00000186395,ENSG00000144635,ENSG00000185989,ENSG00000150782,ENSG00000214711,ENSG00000129194,ENSG00000120162,ENSG00000146674,ENSG00000243468,ENSG00000163209,ENSG00000134504,ENSG00000184178,ENSG00000047365,ENSG00000160294,ENSG00000159899,ENSG00000130702,ENSG00000144029,ENSG00000126777,ENSG00000182165,ENSG00000074211,ENSG00000133116,ENSG00000115561,ENSG00000214049,ENSG00000134215,ENSG00000161243,ENSG00000075568,ENSG00000160961,ENSG00000154864,ENSG00000156026,ENSG00000230937,ENSG00000147081,ENSG00000168003,ENSG00000132801,ENSG00000105991,ENSG00000142686,ENSG00000164181,ENSG00000143499,ENSG00000182704,ENSG00000197641,ENSG00000177494,ENSG00000147872,ENSG00000127663,ENSG00000157557,ENSG00000167981,ENSG00000132849,ENSG00000115295,ENSG00000132434,ENSG00000155016,ENSG00000236519,drug_response
RT-112,0.569161034,-0.943794682,0.302346071,-1.733474389,0.286885955,0.712607891,1.265411866,-0.173094626,-0.299405953,-0.120346342,0.474177241,2.514846032,0.122221464,0.523971061,-0.485366378,0.353544255,-0.7226081,-0.32126708,-0.078930212,-0.09764093,-0.31636442,0.767212535,-0.397396566,1.042413648,0.176097534,2.152454275,-0.847747998,0.833765267,-0.235637811,1.106912079,-0.486375883,-0.287160175,-0.570416567,1.235484784,1.228981527,-1.122455444,3.166505305,0.690167566,0.922179892,-1.07987646,3.447286947,1.40659554,-1.044258143,0.072702204,-2.076105125,-0.55428789,-0.374332841,0.174996268,-1.482943438,0.13002493,-0.142063495,0.993678749,-0.935945112,-1.048970408,1.058223866,0.753893209,-0.242058464,0.969516925,1.284405864,0.324103631,0.22080862,1.051749746,-1.047194948,1.754922504,1.445628455,0.424679488,1.82230884,-0.152647734,1.291469421,1.905940657,-0.587957699,-0.351822243,0.914878867,1.758890486,1.575872024,-0.138069661,0.088053202,0.51563189,-0.362159376,-0.603085259,2.086934411,0.4980983,-1.359455401,-0.390217823,1.997118287,-0.807724078,0.590228979,0.560673736,0.778465591,-0.322782441,0.381327424,-1.455171313,0.194587434,1.004107292,-0.026838395,1.378993577,-0.47352918,-0.127153248,-0.959179752,0.740712624,0.081711529
SHP-77,0.095752819,-0.374399046,-0.412395685,-0.419190974,0.610014084,0.352528967,-0.756694651,1.872979111,-0.425076411,-1.516948641,0.681071422,-0.034447004,-0.03540258,-0.805247618,-0.637511681,1.627082988,-0.189078786,-0.50355315,-2.374508112,-0.195477784,-0.548591999,-0.32278207,-0.158351963,0.585217536,-0.222365431,-0.525713129,-0.671399885,-0.082111242,-1.20497661,-0.678188957,-0.622966501,0.803432304,1.452919703,-1.094253963,1.036087235,1.965480428,-0.562543298,0.163111721,0.210819071,1.489656452,-0.431472327,-0.224048891,-0.262056696,0.327048097,-1.801539112,0.295688769,1.361806556,-2.26845011,-1.24974779,-0.436480956,0.14167294,0.054279696,0.624350818,0.26943531,-0.88781568,-0.970034442,0.222765837,-0.820381823,-1.06049442,0.774474805,-0.158093505,-0.972690663,2.158540953,-1.187235309,0.14275425,0.296784126,0.097301601,-0.544604931,0.331083051,-1.314367889,0.811058857,-0.183631107,-0.056803617,-0.671184542,-0.745999496,-1.25584478,-0.905591543,0.34958274,-0.68727843,-1.879317154,-0.627510593,-0.3480286,0.983261289,0.393150144,-1.144764853,-0.270566468,0.786910516,0.635679749,-0.532637339,-0.399115724,-0.597202727,0.180945282,0.64123061,1.27153026,-0.12922399,-0.450935147,-0.024037419,0.071401071,0.583077645,0.830836719,0.051988149
WM115,1.12687118,-1.035521191,-0.538792881,0.272384046,0.651296626,0.461369756,-0.375858736,-0.394126645,-0.272107569,-0.415534117,-1.346299932,-0.91362591,0.46416713,0.911799637,0.412405122,-0.622884179,-1.365826963,-0.279628481,-0.638153868,-1.089534632,0.49751379,-1.042783589,0.00024969,1.354728223,-0.418709049,-0.556590814,-0.369737326,-0.677552001,0.192408628,0.126303608,-0.929957057,-0.486851386,1.277976768,0.770636054,-0.873036766,-0.607564899,-0.598224193,1.020527942,0.872780111,0.34083912,-0.493105529,-0.35151008,-1.690662433,-2.325102105,0.550567669,0.51935024,0.472874148,-0.096524944,0.544608499,-0.692685289,-1.353539385,0.160320869,-0.105931565,0.492236273,-0.992814627,1.904509684,-1.159035367,-0.9130582,1.095195718,0.262859332,-0.43457351,0.928674678,2.818317116,-1.423643316,0.471749593,2.127611507,0.14047149,-0.811837037,-0.278627708,0.967178472,-0.734072167,-0.193750536,-0.49919168,-0.760410016,-0.798448335,-0.912473628,2.118054776,0.658538212,1.861059152,-1.968286874,-0.629370943,0.161281305,-1.637863689,0.131817705,1.000467016,0.392074157,0.188135337,-1.419043087,0.785160974,-0.314234658,-0.545540736,-1.498230175,0.145159762,-0.417767835,-0.09103379,-1.753758073,0.663861075,-0.090546216,2.012329308,-0.549841082,0.016716606
RPMI-8226,-0.732825383,2.743673494,-0.496134186,2.214708789,-0.136642217,-1.322572096,-0.515328373,-1.043662971,-0.155247867,-0.485707353,-1.291482337,1.97129037,-0.23913435,-1.232332072,0.577901776,-0.730421754,-0.729848491,-0.35782714,1.517382915,-1.276779083,0.673853219,0.002015627,0.267737263,-0.78309017,0.77642182,-0.606738133,-0.49648721,0.021021446,-0.032650187,-0.810921203,-0.202154155,-0.433103174,-0.65860882,-0.782486849,-0.809263852,-0.312714846,-0.429272258,1.970740813,-0.026777154,1.350541018,-0.422804951,-0.255666161,-0.390204208,1.302575985,-1.535458778,0.136513073,2.020403351,-0.58452816,-0.781329252,-0.575426656,0.866377583,-0.375374123,-0.017173719,5.032797087,-0.811494383,0.934198352,0.132298139,-0.795291,0.773449632,-0.078214546,-0.304171977,-2.040857036,1.685131051,0.501125479,0.569466155,0.285997017,-0.117200111,1.075598651,-0.901701802,-2.594044199,-0.782923342,-0.501733995,-2.343547582,-0.728092036,-0.201573676,-0.485911223,-0.568990539,1.067025166,1.558659389,-2.542223846,-0.486195003,-0.258925974,0.763913832,-0.483041843,-1.103031735,-0.056520343,-0.722351075,-1.118486118,-0.18897046,-0.486001339,-0.671459822,-0.785738653,1.387160882,-0.250359017,-0.034770911,0.649057374,-1.42568501,-0.942521821,-0.982928166,7.366661671,0.025765338
G-292 clone A141B1,0.366402596,-0.825782829,-0.488790662,1.48263191,-1.599956522,-0.781641677,-0.311089759,-0.931982532,-0.453520251,0.368610414,-0.059826234,-0.508650963,-0.84508714,0.291943723,0.474427355,-0.809558179,1.247277783,-0.392818536,0.372845369,-1.187487459,-0.525709224,-1.91308675,-0.138114198,-2.000808306,-0.638074187,-0.67702879,-0.240937561,2.740802109,0.625416184,-0.506169325,-0.37308164,-0.532464484,-1.159295141,-1.525252831,-0.253861458,-1.11171143,-1.000236453,1.302539072,-0.231402112,1.232052192,-0.386567808,-0.959396136,-0.709616389,-1.157329791,1.001781383,0.096332066,1.115891304,-2.132989759,-0.406942282,-0.613894234,0.182004403,-0.178869223,2.842813253,1.264982729,-0.812825592,-0.857173813,-0.849721707,-0.989890433,-0.539585445,0.872125423,-0.176951201,-0.483469831,3.512433929,-1.291686306,0.426440201,2.988059116,0.172581645,1.542380161,0.43075194,-0.762000731,-0.712044471,-0.519042732,2.146944702,-0.607047332,-0.739218386,1.572902051,2.446164174,0.884405053,3.083093292,-0.306769562,-0.625627957,0.252215307,-0.570645872,1.475713264,-0.537926844,-0.356513612,-0.995740912,0.754357356,0.645466517,-0.119753874,-0.544186229,-0.505801326,1.181172015,0.725508273,0.124162992,-1.308738103,-1.097423693,1.239161946,-0.310064157,-1.376272722,0.057140471
COR-L311,-1.047108999,0.485416246,-0.317798154,-0.009712324,1.164660281,-1.252974976,-0.646959488,-0.264690016,-0.38918262,-0.569690655,0.325165911,-0.529483322,-0.417801805,-0.429901826,-0.817601114,-0.554018751,-0.880623409,2.284906671,-1.004920028,-0.72993781,-1.05009766,0.121736723,0.38631763,-0.364769141,-0.453687644,-0.251249125,-0.707080014,-0.203295006,-0.499975237,-0.956439322,-0.660390877,-0.446771394,2.092956861,-0.451888326,-0.633330101,-0.495536017,-0.807537257,2.034413866,1.410528384,-0.575746084,0.129183146,0.870502888,0.007574835,-1.018609162,0.612468336,-0.764175627,0.648666027,-1.279669268,1.691103483,0.113071873,1.036771845,0.550148575,-0.4779527,1.06562049,-0.856252099,-0.389182488,0.220140933,-0.426583327,-0.957921192,-1.019152365,0.023217271,1.639205903,1.156017184,1.122487253,0.661488181,-0.687389252,0.046568231,2.583985199,-0.272194456,-2.782215178,1.036449057,-0.238144477,-0.30156281,-0.483205855,-0.607947467,-0.11543978,0.764451554,0.211276502,-0.255977214,-1.611541384,-0.705959622,-0.515181502,-0.874252115,-0.3206226,2.312826388,0.501460445,-0.007433962,0.253384062,-0.708523023,-0.387370231,-0.814644261,-1.379791184,1.257933438,-0.5989684,0.773566828,-0.245261086,-0.859315362,0.942917381,-0.287145755,-1.11884945,0
KYSE-270,2.140679583,0.59187184,-0.039044423,0.490477782,1.476197859,0.756214013,3.843186071,1.52181172,0.019481449,0.232907868,-0.509377729,-0.47586935,0.225004506,0.403239594,-0.707577914,0.708142067,1.035240801,0.565993195,-0.917923294,0.456886767,-0.937265092,1.349854375,1.173584308,1.218058337,2.606776251,-0.413568938,-0.217777294,-0.855071188,-0.127002433,-0.16863841,-0.702936825,3.177042666,0.529217994,0.571722089,-0.212787909,0.239812692,0.663132448,0.762712181,1.128646087,-0.224554449,-0.515741706,0.810711832,-1.061998857,0.040146521,0.208289035,-0.221491383,-0.452429195,-0.09782251,0.766783622,0.170550926,-0.091587918,0.613449291,-0.660004445,-0.544893613,-0.243763897,-0.32056465,0.985012744,0.33486941,0.357720874,2.430172657,-0.725672586,0.407396829,-2.222798526,0.160404593,-0.720641719,-0.380328858,1.306727577,0.476650652,1.635030009,-0.408473654,2.115976304,2.665107912,0.218822546,2.163216891,1.40495234,1.194681824,-1.832077358,-0.303308811,-0.332973081,1.261878008,1.889141918,-0.30258572,1.666894005,-0.893910083,0.281042016,-0.848653228,0.353574518,0.428769758,1.247326783,2.633030641,-0.510568194,0.149716845,-0.299099768,1.408141571,1.375535469,0.330891608,1.583601676,-1.042567907,0.459704392,-1.253734621,0.11800847
MDA-MB-436,0.239736736,-0.736980839,-0.219635468,-0.321975017,0.671965301,0.761573553,-0.845049742,1.397681815,-0.219629733,0.85457964,0.043948815,0.221623092,-0.576028667,0.581886764,-1.260737756,-0.80194951,0.364905852,-0.163912316,-0.138990889,0.784550858,-0.467129019,-0.233180642,1.886602161,-1.654890836,-0.655776097,-0.522844341,-0.900627127,1.10945521,-0.391771846,1.685755972,-0.318607008,-0.3691453,-0.808662783,0.726183888,-0.829632744,0.1641111,-0.646602404,-0.12879735,0.621499415,0.748442274,-0.401098951,0.239480589,-0.003153966,1.213020959,0.883865961,-0.342708381,0.933601149,-0.189323832,0.783543919,-0.153999334,1.080731609,-1.412032107,0.246971703,0.814767076,0.197698421,0.022571896,-0.290074,-0.083849418,-0.916120903,-1.131028908,-0.302469147,-0.268538685,-0.950311921,0.464756467,-1.75442735,-0.022967549,-0.107368182,2.312268238,0.225787188,-0.542795889,1.780122835,-0.367528345,-0.453726647,-0.607588402,-0.952045782,-0.070968449,0.408943109,-1.909863983,-0.460684705,0.419859673,-0.574034597,0.160438611,-0.633880997,-1.435123506,0.485918277,0.365267751,0.063707698,1.067036716,-0.814263769,-0.002939191,-0.569641859,0.940711959,-0.668812897,-0.177795573,-1.771709507,0.025216714,-1.067826254,1.73888738,-0.258901128,-0.149022802,0.016013924
PF-382,-0.885153901,-0.785207365,-0.12800433,-1.712410964,0.466026334,-0.366264424,-0.80910422,-0.329221321,0.26616135,-0.100329966,-0.828236851,-0.686683316,-0.202154642,0.390652895,-0.625006872,-0.743197977,-0.137682685,-0.478244759,1.431227776,-0.670034991,0.090187466,0.319699365,1.047135416,0.293926916,-0.257335936,-0.46001687,0.257619963,-0.369414965,1.048591012,-0.344823947,-0.282005703,-0.105087051,0.016939585,-1.997302882,-0.750722765,-0.529354058,-0.667324845,-0.380165677,-1.590462525,-0.928047686,-0.142656742,-2.045232069,0.458147759,-0.446483919,0.469118691,0.016620494,0.469283219,-0.771545688,2.18337136,-0.095039144,1.716623237,0.586469604,0.695722404,-0.620557417,-0.952544704,0.778745356,0.410346418,-0.540567801,-0.987444997,-0.457639341,-0.09080194,0.861604233,-0.111463466,0.242538103,2.184437454,-0.299778879,-1.34212701,1.355461796,-1.687091757,0.316539194,-0.47126236,0.014632042,-1.331204157,-0.799999346,0.420195031,-0.845781207,0.658559412,-0.695912977,-0.009795499,0.463565663,-0.62848307,-0.16785695,-0.661451324,1.670654637,-1.176692459,0.06852096,-0.266451744,-1.70155813,-1.422541859,-0.33065449,-0.440457793,0.706699065,0.983039248,-0.014003077,-0.183834487,-1.105405426,-0.087612199,-0.250234509,0.539088513,0.209403127,0
SUP-T1,-0.972467537,-0.674646484,-0.230323551,0.480492907,0.213452937,-0.168077593,-0.338135481,-1.343149756,-0.435159036,0.126159933,-1.618467481,-0.54369108,-0.619014089,0.589921013,0.991060938,-0.295296517,0.0511077,-0.116484766,0.050891483,-1.207492917,-0.470293036,0.387620587,0.476737811,-0.327303771,-0.409178402,-0.694563502,0.446159462,0.161647774,0.202430223,-0.725910167,-1.095296817,-0.399363819,-1.21476774,-2.757400214,-1.184239889,-1.098817561,-0.692135621,-0.255417177,-1.615193421,-0.237393685,-0.269176084,-0.597815267,-0.822266786,1.157932746,0.501509758,-0.043061305,0.380279632,-0.335798749,2.612905935,-0.272025922,1.693716103,-0.329448677,1.182616352,-0.349037854,-0.817414617,-0.913840368,-0.490969301,-0.800295494,-1.053401102,-1.049446846,0.160886511,-0.283858643,0.506727777,0.466931996,0.656703934,0.569100942,-0.634397088,1.820695575,-0.725856415,0.323847396,-0.715515129,-0.306994954,-1.239043043,-0.549447935,-0.700857734,-1.154645166,-0.014359204,0.130400897,0.118820995,-0.308980009,-0.67646595,0.69876306,-0.392488407,1.386865995,-0.752994208,0.849052623,-1.379513971,-0.3173092,-1.009138124,-0.060307576,-0.307168855,0.910079753,0.140361462,-0.255448433,-0.841951684,-1.413005029,0.033380993,0.962338925,3.232758838,0.961569428,0.062760126
UACC-62,-0.815316676,-0.769144689,-0.638042392,1.360161689,0.564497469,-0.560625667,-0.629813136,-1.564305923,-0.029731348,-0.249778822,-0.854514162,-0.815499158,0.580505737,-0.064844858,1.355030588,0.330489668,-1.343057591,-0.464776651,-1.339005994,-1.144278628,0.001273267,-0.93853928,0.885534162,-0.335451451,-0.484867862,-0.858399107,-0.648468664,-1.253744871,0.792763665,-0.406227079,-0.777965979,-0.535713818,1.268966084,1.00361773,-0.697061186,-0.845963155,-1.02925108,-0.999295757,0.575668817,1.128657559,-0.626013307,-0.234133461,-0.348654381,-0.08176548,0.722776509,1.122404763,0.319007708,-1.308959477,2.680309637,-0.636418022,0.183847247,1.097323623,-0.671888279,0.602862353,-1.222624776,-0.836160398,-0.563916385,1.026494872,1.681287873,-1.077161185,-0.403691978,-0.508972239,2.493018042,-0.443313742,-0.367801862,-0.59130532,-0.883388686,-0.010828676,0.073412157,0.754956065,-0.631746803,-0.649503198,-0.976370123,-0.738906613,0.123524395,-1.071569516,1.65824256,0.182000938,1.261908507,-1.073506814,-0.695051429,-0.545999941,-1.867961472,-0.474825164,0.300809923,0.678765327,-0.916403532,-0.590628691,-1.007461045,-0.361377128,-0.577494558,0.619818769,0.760881116,-1.703817627,-0.352267356,-1.177376555,0.305140137,-0.135161415,-0.314449147,0.355122186,0.004919032
CAL-54,1.177592739,0.910843743,-0.647360545,-0.587081178,0.824850847,0.447805535,-0.270066215,-0.91784632,-0.194899138,1.769932938,0.213523584,-0.872026154,0.03880206,0.679338961,-1.788094121,-0.02338279,-0.127086026,2.375943168,-2.053408748,0.940211391,-0.978958564,0.049049329,-1.187927908,2.650713257,0.544187414,-0.005938087,2.068959413,1.950461441,-1.308475645,0.267488605,-0.869600138,-0.450743081,-0.704085142,1.610297485,2.334174934,0.705196463,-0.413896307,-0.01132583,1.053852413,-1.709873773,-0.301604649,0.84762235,6.804151489,-1.753069814,0.111891935,0.164784591,-0.13643175,1.059709479,-0.043907638,-0.140901393,-1.388628929,-0.72261491,-0.756412206,0.120037819,0.832866487,0.00503937,-0.524023627,-0.767109593,0.387897229,0.667199984,-0.058514944,0.858068842,-1.121574152,0.249158223,-1.481145903,-0.236648898,1.093531038,0.035265712,0.244252596,1.370456556,0.270042158,4.704523892,0.809764165,0.04723104,-0.216054872,1.441403966,-0.034425266,-1.788098253,-0.60381999,1.079770532,-0.584465202,0.033918325,-1.252781513,-1.096528013,1.565035233,-0.827093938,0.791638786,0.21844757,-0.541644084,-0.430081379,0.193963909,-1.280907985,-0.498484015,-0.907441419,-0.038922722,0.237163431,0.795467266,0.318900429,-0.583464389,-0.372047547,0.279145726
Capan-1,-0.170764749,0.890634113,0.608263668,-0.06404387,0.184104893,0.836780194,1.477622143,-0.827835247,-0.464824114,-0.211136188,0.42570881,1.843233275,-1.035341801,0.846121078,-0.947708591,1.549060236,-0.155454229,-0.576464339,-0.278202855,1.117066266,0.315158245,0.715932381,-1.169769084,0.512136462,0.572925459,1.503783116,-0.91254008,-0.478107975,-1.040182742,1.006104412,0.460291833,2.699041873,-0.259566587,-0.320612323,-0.152688126,0.816481564,2.472828298,-0.589252303,-0.436969796,0.089459074,-0.543152229,0.360559095,-0.327435868,-0.986091225,-0.544008091,-0.532823586,-0.447801981,1.397037289,-1.109356217,-0.459690813,-0.138511186,1.250029273,-0.695866623,1.678365602,1.160142624,-0.907884148,-0.727098613,1.334475845,0.883980943,-0.961488584,-0.014522749,0.527378169,-0.633724359,0.884684499,0.539509741,1.529359983,1.419636675,0.407941362,0.534931605,-0.070787898,0.559179058,-0.592135249,1.353333747,1.919096636,-0.839292587,0.600070402,-0.446710931,-1.241410546,-0.639623732,0.497936627,-0.061562551,-1.222651943,0.169507255,-0.175254986,0.790689644,-0.206744688,0.732648748,-0.171934948,0.088533464,-0.600770067,0.734870215,-0.235262831,-1.463797785,-0.373919915,-1.228847871,0.563751085,1.06462425,-0.050993935,-0.36088554,-0.990626661,0.112619909
IGR-37,-0.939967267,-0.574396731,-0.394007218,0.731589882,0.447344709,0.642395112,-0.577792766,-0.754284091,-0.412460338,0.97149452,0.786787612,-0.699875553,-0.28501012,-0.339574562,0.179131714,-0.710331309,-0.431160102,-0.361918953,-1.030927739,-1.233095476,-0.411889511,-1.189607069,0.654738075,0.557660738,-0.021834471,-0.619042944,-0.603235886,-0.384423863,0.338042751,0.575989513,-0.158291408,-0.479880352,1.958866498,0.497731923,-0.364323731,-0.534303234,-0.578808924,-0.870805329,0.676866724,0.238677388,-0.328954436,0.208616293,-0.006775218,1.601673132,1.166995011,-0.025485068,0.198367499,-0.619325102,-0.347630103,-0.260684129,-0.101186902,0.077070958,-0.351043384,0.909361044,-1.060180921,1.144734933,-0.059726405,2.164679981,-0.722522068,-0.779099016,-0.208316515,-0.533831319,1.317641716,-0.935065531,0.755647651,1.547422268,-0.408169758,0.447966593,-6.990315317,0.593375878,-0.694040963,-0.584231045,-0.227904611,-0.812423837,0.446705141,-0.373998994,-0.189167787,1.382506973,-0.511711695,-1.874366978,-0.64793086,-1.243465652,0.784494971,0.822124743,1.061495073,1.739627582,0.006761731,-0.018121535,0.012829949,-0.317100206,-0.680411,-1.424321296,0.488945719,-0.563023394,1.011728295,-0.610716097,1.329152465,-0.272149693,1.316956823,2.156194631,0.016279481
MEG-01,-0.913085009,-0.118969841,-0.377004497,1.211760306,-0.088206966,-0.663501494,-0.554663939,0.009749675,-0.449899355,-2.003546645,-0.953660721,-0.882556168,-0.818605092,-1.598156441,1.562043109,-0.884984266,0.366109321,-0.693630479,1.19531215,0.956737188,-0.515197588,-2.270662313,-0.563336626,0.504754658,-0.474057859,-0.640347622,2.020133557,-1.173824517,1.760829416,-0.523745147,-0.426438582,2.985793584,-0.699562608,0.164465897,-0.837204971,0.848465668,-0.840243447,1.560646726,0.201496474,-0.276709477,-0.399655599,0.586114168,0.136817071,1.76636488,-0.406152655,0.639868867,1.064327816,-1.636353855,-0.596148616,-0.345410451,1.444435226,-3.008452226,0.469339777,1.130766051,-0.063202513,-0.419519516,0.361985028,2.952673265,-0.933635923,0.686138735,-0.41452347,0.279520575,-0.570269148,-0.906430823,1.625331095,-0.931587832,-1.007266714,0.057212926,-0.464033924,-0.863148952,-0.780699558,-0.444584854,-1.482099886,-0.711407109,1.282041484,-0.737041538,0.270071103,0.994619767,2.153820129,0.054538905,-0.627198294,-1.044350818,0.30727217,-0.06573971,-0.229765891,2.381565575,1.351628825,-1.121340051,-0.616493042,-0.219290134,-0.619975353,1.080221768,1.141088496,1.123826578,-1.538774968,-1.433030791,-1.269706533,-0.498731818,-0.118867109,-0.304273187,0.044805512
MKN1,0.276948539,-0.684193618,-0.157499421,-0.10416048,-0.629596782,-0.325175583,-0.227559289,-0.183395337,-0.625623348,-1.427385633,-0.674285863,-0.736056095,0.573835998,0.483612422,-1.417081973,0.831766156,1.039532758,-0.610525111,-0.091088517,0.994166838,0.111342367,-1.798357432,-0.787347655,-1.143591259,0.244212721,-0.471540242,-0.594795147,-0.075071079,-1.029289894,0.045617535,0.539580566,-0.360583811,-1.188204282,-0.151862288,-0.221126349,1.468781467,-0.305847928,1.388614902,0.637196267,0.407239372,-0.342614845,1.336421348,-1.65951698,0.175543165,0.088192011,-0.007120774,-0.593023296,0.455259762,-0.512084649,-0.662062232,0.508782313,1.27199028,0.117745064,-0.226355591,1.160304042,-0.306324885,-1.106728175,-0.715030604,1.75074805,0.926065589,-0.227810803,0.658312519,-1.201373243,-0.593651882,0.324780228,-0.401340553,1.003615884,-0.363965939,0.076572194,0.283829014,-0.594149407,3.957114262,0.301210499,0.940402055,1.81557116,1.586601745,0.269684351,-1.172653447,-0.544472231,0.580669592,-0.283632931,1.67365146,-0.538805144,0.802178236,0.492812856,0.407115133,-0.400208301,-0.114040615,-0.424228759,-0.20607375,-0.380260051,0.321709682,-1.134837276,0.502699407,-1.329920331,0.426648372,1.66999583,-0.385331845,1.863912085,-0.111748065,0.122706725
OV-90,-0.643265563,-0.686545284,0.829821171,0.49454064,-0.013307356,-0.608246399,0.310442815,1.108945089,-0.929572967,-0.232324095,1.424559503,-0.743510631,-0.318239439,0.759836533,-2.149322432,-0.746973531,0.950076641,-0.270402226,-1.039326428,1.246895545,-0.160900293,-0.337575825,-0.322820351,-1.827175447,-0.425808398,-0.415851084,-1.636493074,-0.012976005,-2.04033577,-0.692415953,2.05893119,-0.370026518,-0.227829514,2.069169443,-0.754171724,2.768495713,-0.832100755,1.642926404,0.915495943,-1.000881385,-0.233398086,1.500958944,-0.418721223,0.371112101,0.438280328,-0.419018393,0.399699511,-1.136661988,0.284724834,0.148349027,-1.009579552,-0.363266841,-0.140461689,-0.808032615,1.553490386,-0.396731089,-1.126668396,-0.635609851,-0.903053304,-1.71340067,-0.623729539,0.333358685,0.433479464,-0.841107512,-0.093423541,-1.339905164,0.760710791,0.747716516,0.818114622,-0.433552937,-0.675377932,-0.385256999,0.010232387,-0.669534618,-0.27509482,-0.700474929,-0.115866204,-1.127477724,2.551143687,1.88270764,-0.21502329,-0.225532918,0.086529827,-0.274207359,-0.392042937,-1.19480363,-0.678191641,1.648412903,-0.968085609,-0.449895091,-0.523244547,-0.285154629,-0.734203696,0.735585427,0.35547466,0.642882909,-0.017343174,0.061378273,-0.655591853,0.151199498,0.07210296
